"i1","j1","fq","pval","fdr","bon","ibp","jbp","rawc"
45,101,0.0426830412356412,0.400608652646487,1,1,231025000,231305000,19.44705
99,163,0.0437778899326241,0.400669175355014,1,1,231295000,231615000,20.22957
79,144,0.0438529883606143,0.400729460479141,1,1,231195000,231520000,20.301924
97,157,0.0428585222084479,0.401065021465329,1,1,231285000,231585000,19.567116
79,141,0.043298981204666,0.401341871126605,1,1,231195000,231505000,19.888601
69,116,0.0436306609881241,0.401406435482921,1,1,231145000,231380000,20.116486
102,170,0.0443446019176015,0.401435126683632,1,1,231310000,231650000,20.690868
12,91,0.0465919298450563,0.401465936107711,1,1,230860000,231255000,22.69571
91,153,0.0432896141746969,0.40164359193619,1,1,231255000,231565000,19.882383
119,164,0.0439644688976677,0.40164984104725,1,1,231395000,231620000,20.383085
124,133,0.237313833821369,0.401794360545824,1,1,231420000,231465000,73.42718
84,169,0.0476935618102627,0.401971967133881,1,1,231220000,231645000,23.844961
60,73,0.141776987620639,0.401978761163627,1,1,231100000,231165000,58.26617
126,164,0.0476114064576911,0.402068952626112,1,1,231430000,231620000,23.784058
6,30,0.0684276823706919,0.402076499079625,1,1,230830000,230950000,40.499554
16,33,0.100692537472673,0.402482499965297,1,1,230880000,230965000,49.52716
113,169,0.0426389109453533,0.402498398282509,1,1,231365000,231645000,19.411747
113,174,0.0429578634579207,0.403340504796896,1,1,231365000,231670000,19.636965
66,149,0.0471956720503118,0.403373823895785,1,1,231130000,231545000,23.345407
97,110,0.141717448464924,0.403402010483288,1,1,231285000,231350000,58.25177
53,89,0.0491082707140619,0.403451261160299,1,1,231065000,231245000,25.403852
50,103,0.042725988964744,0.403492477815091,1,1,231050000,231315000,19.466858
68,145,0.0459534118796758,0.403499693993748,1,1,231140000,231525000,22.07194
31,89,0.0426845673560456,0.403500575185345,1,1,230955000,231245000,19.447748
63,141,0.0462203865792429,0.403843186464491,1,1,231115000,231505000,22.293953
67,150,0.0471650780116204,0.404120309877065,1,1,231135000,231550000,23.331467
73,119,0.0436768604120671,0.404417101522884,1,1,231165000,231395000,20.15429
103,163,0.0427607972013383,0.404810792369147,1,1,231315000,231615000,19.499249
117,174,0.0425044385856184,0.405019819154618,1,1,231385000,231670000,19.323416
97,154,0.0425010967207797,0.405151430177816,1,1,231285000,231570000,19.323385
14,136,0.0560283645554111,0.405159062696677,1,1,230870000,231480000,33.562943
5,36,0.0548501976056587,0.405236154826507,1,1,230825000,230980000,32.230247
57,144,0.0480014746752035,0.405246781563225,1,1,231085000,231520000,24.227495
95,125,0.0563954300813536,0.40527529946573,1,1,231275000,231425000,33.848763
96,169,0.0452989828175462,0.405301797467494,1,1,231280000,231645000,21.413897
88,168,0.0466360617917564,0.405511116481392,1,1,231240000,231640000,22.765066
98,173,0.0454816904695328,0.405559281704279,1,1,231290000,231665000,21.614742
84,165,0.0469433983344986,0.405753843496548,1,1,231220000,231625000,23.049446
124,170,0.0436585725042413,0.405772869887197,1,1,231420000,231650000,20.131084
46,139,0.0497187724792,0.405924591810549,1,1,231030000,231495000,26.044048
23,86,0.0432833767791098,0.406049454071908,1,1,230915000,231230000,19.87619
77,146,0.044379234487562,0.406314476833241,1,1,231185000,231530000,20.701035
93,143,0.0429745828662574,0.406359732099703,1,1,231265000,231515000,19.665417
62,143,0.0469168082683083,0.406537466799796,1,1,231110000,231515000,23.024137
62,116,0.0428525847539925,0.406559813598482,1,1,231110000,231380000,19.564789
67,143,0.0456682744197667,0.406653479643652,1,1,231135000,231515000,21.788689
110,164,0.0428479475765368,0.406722691423351,1,1,231350000,231620000,19.559448
71,120,0.0431176275399095,0.406950245036277,1,1,231155000,231400000,19.77213
71,114,0.0447499958085417,0.407000499571506,1,1,231155000,231370000,20.992691
87,143,0.0425278527277828,0.407292310632032,1,1,231235000,231515000,19.334555
106,170,0.0435703522428391,0.40729447167944,1,1,231330000,231650000,20.080126
83,144,0.0428370300651139,0.407453189447826,1,1,231215000,231520000,19.546616
96,168,0.0450368986244228,0.40748063751783,1,1,231280000,231640000,21.215734
33,85,0.0426451016012683,0.407554874085432,1,1,230965000,231225000,19.417002
77,92,0.117573891940429,0.407558454112345,1,1,231185000,231260000,53.678658
6,87,0.0468790547010223,0.407638357542526,1,1,230830000,231235000,22.980928
99,164,0.0436481776791237,0.407702040786882,1,1,231295000,231620000,20.12881
124,167,0.044739353695597,0.407878878956126,1,1,231420000,231635000,20.98403
70,87,0.100501756915328,0.4080719107249,1,1,231150000,231235000,49.47971
51,128,0.0457465551579053,0.40815158756642,1,1,231055000,231440000,21.850555
84,167,0.0469902851275963,0.408623925668536,1,1,231220000,231635000,23.129068
75,143,0.044075489081243,0.408796811217805,1,1,231175000,231515000,20.466183
52,121,0.0442823061004284,0.409018470034563,1,1,231060000,231405000,20.635916
1,51,0.0429277161192813,0.409030725678382,1,1,230805000,231055000,19.61471
70,105,0.0498866064577499,0.409066652542092,1,1,231150000,231325000,26.210562
104,164,0.0426456944813976,0.409234924515964,1,1,231320000,231620000,19.41795
2,6,0.818469333363442,0.40954640654979,1,1,230810000,230830000,135.90918
16,38,0.0745681929951321,0.409611268383622,1,1,230880000,230990000,42.33474
55,123,0.0440429956310278,0.409685722105435,1,1,231075000,231415000,20.447897
50,127,0.0456507900055029,0.410343759492553,1,1,231050000,231435000,21.775547
49,115,0.0439004581676869,0.410463847558629,1,1,231045000,231375000,20.327427
69,114,0.0438478287501213,0.410603203561631,1,1,231145000,231370000,20.295324
88,150,0.043004155991352,0.41069836212789,1,1,231240000,231550000,19.69483
111,161,0.0428968689068808,0.410791410619347,1,1,231355000,231605000,19.59126
60,141,0.0467697902137128,0.410802850255526,1,1,231100000,231505000,22.86796
102,164,0.0429976362710933,0.410898556029983,1,1,231310000,231620000,19.69059
76,132,0.042441653866721,0.411026841413108,1,1,231180000,231460000,19.28214
81,145,0.0434442803659254,0.411272123639209,1,1,231205000,231525000,19.993534
21,71,0.0428866129909815,0.411356486915694,1,1,230905000,231155000,19.585371
63,119,0.0424301467188588,0.411503141614306,1,1,231115000,231395000,19.274035
88,147,0.0424378212639611,0.411941961280117,1,1,231240000,231535000,19.280886
70,140,0.0443061724361257,0.41220938236888,1,1,231150000,231500000,20.642202
71,102,0.0547881711817324,0.41226179202343,1,1,231155000,231310000,32.130135
88,130,0.0451131587533259,0.412271871818896,1,1,231240000,231450000,21.271355
51,118,0.0437781083104162,0.412855291250651,1,1,231055000,231390000,20.231256
50,83,0.0519541520830256,0.413205974269185,1,1,231050000,231215000,28.182325
22,74,0.0425321916959606,0.413234223874047,1,1,230910000,231170000,19.338232
97,174,0.0455286943225699,0.413272740603962,1,1,231285000,231670000,21.669085
47,106,0.0424033310979659,0.413325603908557,1,1,231035000,231330000,19.251383
20,87,0.0437546058594655,0.413568812892158,1,1,230900000,231235000,20.207558
72,142,0.044254952410232,0.413630358685941,1,1,231160000,231510000,20.629416
80,137,0.0422906825874313,0.413772656753097,1,1,231200000,231485000,19.163628
72,141,0.0441154621596712,0.413780173150186,1,1,231160000,231505000,20.485247
100,104,0.818389931242718,0.414008865845502,1,1,231300000,231320000,135.67937
96,151,0.0423184563131682,0.414105252835158,1,1,231280000,231555000,19.17367
100,103,0.998692699799402,0.414213658991494,1,1,231300000,231315000,177.44846
2,37,0.0498399663162067,0.414253725908221,1,1,230810000,230985000,26.175636
126,165,0.0467705518107476,0.414306428226196,1,1,231430000,231625000,22.869295
96,167,0.044471943140372,0.414459505715432,1,1,231280000,231635000,20.770992
58,138,0.0463225646951096,0.414491904301595,1,1,231090000,231490000,22.414274
104,143,0.0467675071173472,0.414607937513137,1,1,231320000,231515000,22.86331
104,160,0.0423584776263229,0.414631548776513,1,1,231320000,231600000,19.210674
51,144,0.049429357437862,0.41474913528857,1,1,231055000,231520000,25.759262
11,53,0.045081618991992,0.414777872882752,1,1,230855000,231065000,21.242239
44,135,0.0488084329971473,0.414954928744715,1,1,231020000,231475000,25.096235
28,84,0.0423496123530308,0.415023548057145,1,1,230940000,231220000,19.204195
56,142,0.0474518565518691,0.415112072972881,1,1,231080000,231510000,23.583569
77,114,0.0481053393163369,0.415372673081711,1,1,231185000,231370000,24.32637
65,142,0.045436033326279,0.415603475752184,1,1,231125000,231510000,21.551357
48,133,0.0471356086891144,0.415647157203465,1,1,231040000,231465000,23.305769
119,162,0.0446429260699904,0.415652428201827,1,1,231395000,231610000,20.902405
53,143,0.0483691332827916,0.415700587785903,1,1,231065000,231515000,24.578325
13,54,0.0455847669407923,0.415935732547447,1,1,230865000,231070000,21.70403
108,145,0.0480979777473611,0.41611803255988,1,1,231340000,231525000,24.313738
145,174,0.0577650234576413,0.416126649461503,1,1,231525000,231670000,34.940575
107,163,0.0423226993427875,0.416240010340913,1,1,231335000,231615000,19.179276
122,164,0.0450569503572089,0.416746815858469,1,1,231410000,231620000,21.233812
25,90,0.0433793199412495,0.416770088657726,1,1,230925000,231250000,19.953373
95,171,0.0452363736968756,0.416781829356342,1,1,231275000,231655000,21.366106
36,91,0.0422532044251337,0.416838212116755,1,1,230980000,231255000,19.13084
92,165,0.0448546892527028,0.417198102763527,1,1,231260000,231625000,21.05787
105,171,0.0436776335139892,0.417299861369576,1,1,231325000,231655000,20.156717
110,154,0.0441516759257277,0.417331012647917,1,1,231350000,231570000,20.514631
94,170,0.0451965714383331,0.417798900882516,1,1,231270000,231650000,21.336046
45,116,0.0443409373001167,0.417876571358056,1,1,231025000,231380000,20.686535
110,153,0.0446113211441416,0.418157054992127,1,1,231350000,231565000,20.872175
60,116,0.0422748451889242,0.418335169220048,1,1,231100000,231380000,19.140806
12,58,0.0434876073620962,0.418463844811626,1,1,230860000,231090000,20.02792
14,64,0.0427597730964397,0.418498377407996,1,1,230870000,231120000,19.484924
13,73,0.0424061761077392,0.41863588548034,1,1,230865000,231165000,19.251957
74,152,0.045645344802052,0.418668964212915,1,1,231170000,231560000,21.745506
69,151,0.046513241615604,0.418815944262564,1,1,231145000,231555000,22.619558
39,83,0.0441300519115243,0.418981106869193,1,1,230995000,231215000,20.496265
65,147,0.0465055596995788,0.419045751753194,1,1,231125000,231535000,22.615005
61,143,0.0464989571562871,0.419263400117336,1,1,231105000,231515000,22.608173
34,72,0.0474326206262247,0.419795240981711,1,1,230970000,231160000,23.57106
59,140,0.0464657246768607,0.420160270056105,1,1,231095000,231500000,22.58251
22,84,0.0426990480987695,0.420249327205493,1,1,230910000,231220000,19.45935
8,50,0.0450107660910715,0.420452489665209,1,1,230840000,231050000,21.181551
102,162,0.0423551573837408,0.420671822136298,1,1,231310000,231610000,19.209362
28,88,0.0423538395298058,0.420726409461803,1,1,230940000,231240000,19.208267
82,92,0.202826147253467,0.42076687610762,1,1,231210000,231260000,68.90114
97,158,0.042448032948775,0.421073837559934,1,1,231285000,231590000,19.290056
24,90,0.0435494868288793,0.421112632154734,1,1,230920000,231250000,20.074268
85,146,0.0424460068782685,0.421147975950647,1,1,231225000,231530000,19.288164
55,146,0.0485960714428375,0.421377367550886,1,1,231075000,231530000,24.820578
87,172,0.0469402905780064,0.421417600711946,1,1,231235000,231660000,23.046295
51,141,0.0481788777690749,0.421690391181652,1,1,231055000,231505000,24.435894
46,85,0.0466930267147287,0.421926098092271,1,1,231030000,231225000,22.798851
51,120,0.0438328658207076,0.422154696213271,1,1,231055000,231400000,20.270128
22,83,0.0424172924588042,0.422211861857366,1,1,230910000,231215000,19.261683
22,88,0.0435016596457536,0.422503856472652,1,1,230910000,231240000,20.03593
98,156,0.0421961325756071,0.422840652460861,1,1,231290000,231580000,19.076962
97,173,0.0450070939070338,0.422876203092088,1,1,231285000,231665000,21.172897
15,94,0.0458182707515828,0.423046936756662,1,1,230875000,231270000,21.944202
94,174,0.0460408622168927,0.423186623972934,1,1,231270000,231670000,22.16008
66,119,0.0422857253809984,0.423396564908356,1,1,231130000,231395000,19.161161
3,49,0.0434205876579712,0.42345083325824,1,1,230815000,231045000,19.977877
12,68,0.0421602193693378,0.423491575528005,1,1,230860000,231140000,19.056263
70,144,0.0446552937449477,0.423509475251077,1,1,231150000,231520000,20.905033
50,107,0.042062908252179,0.423550482127533,1,1,231050000,231335000,18.954008
76,98,0.0742347290876295,0.42382461174148,1,1,231180000,231290000,42.166264
56,144,0.0476528963280727,0.423949077344437,1,1,231080000,231520000,23.801952
161,171,0.202658960855255,0.424262185373834,1,1,231605000,231655000,68.86612
68,126,0.0421578769074633,0.424380509837507,1,1,231140000,231430000,19.055305
67,73,0.448643508449851,0.424483246768222,1,1,231135000,231165000,97.81178
32,44,0.156482124164549,0.424576592108345,1,1,230960000,231020000,61.50372
88,146,0.0421509575279649,0.424658633857077,1,1,231240000,231530000,19.049774
78,145,0.0433920011537027,0.424756414219923,1,1,231190000,231525000,19.958906
100,162,0.0425544074419567,0.424858362814269,1,1,231300000,231610000,19.34473
143,157,0.127444017880333,0.424865457769141,1,1,231515000,231585000,55.431957
33,72,0.0466611455098783,0.425093819996814,1,1,230965000,231160000,22.769354
81,152,0.0440712376619809,0.425264837278041,1,1,231205000,231560000,20.460583
68,106,0.0473773880870271,0.425320636921245,1,1,231140000,231330000,23.514326
13,136,0.0558475251919332,0.425358349924012,1,1,230865000,231480000,33.37257
92,144,0.0422999630045426,0.425402354405204,1,1,231260000,231520000,19.17066
61,77,0.107558275520733,0.425408812630901,1,1,231105000,231185000,51.65391
15,95,0.0459714315241333,0.425429555340744,1,1,230875000,231275000,22.077364
25,30,0.599477788933608,0.425445913454185,1,1,230925000,230950000,112.63327
83,147,0.0430036707631944,0.425548919422772,1,1,231215000,231535000,19.694304
86,140,0.0423330464398431,0.425563716519946,1,1,231230000,231500000,19.188341
62,129,0.043364755334194,0.425632786000113,1,1,231110000,231445000,19.942823
103,172,0.0437201424243729,0.425657125251336,1,1,231315000,231660000,20.19383
107,171,0.0429869018323291,0.426090646505098,1,1,231335000,231655000,19.675987
72,78,0.448558891379889,0.426608405934351,1,1,231160000,231190000,97.785416
86,155,0.0436888718172082,0.426624943964932,1,1,231230000,231575000,20.168064
106,148,0.044931135590237,0.426861814872918,1,1,231330000,231540000,21.094141
102,160,0.0420947721475761,0.426942699103163,1,1,231310000,231600000,18.97948
105,108,0.998682850681621,0.427103469350238,1,1,231325000,231340000,177.00697
46,96,0.0425963404508321,0.4278008699855,1,1,231030000,231280000,19.371788
18,27,0.23619236862835,0.427816791288773,1,1,230890000,230935000,73.351295
27,92,0.0430350315535875,0.428319975761598,1,1,230935000,231260000,19.713928
71,150,0.0456447781242601,0.428422838850921,1,1,231155000,231550000,21.74395
99,106,0.349110820581584,0.42860203390164,1,1,231295000,231330000,86.59768
26,135,0.0531661152426301,0.429025094713484,1,1,230930000,231475000,29.481148
26,81,0.0419722818518736,0.429046588353962,1,1,230930000,231205000,18.879944
34,90,0.0420299949539986,0.429463452740904,1,1,230970000,231250000,18.928879
64,110,0.0433348913104473,0.429845745508761,1,1,231120000,231350000,19.926825
67,141,0.0444493138810784,0.429932660631525,1,1,231135000,231505000,20.764736
92,153,0.042203933929946,0.430246182229313,1,1,231260000,231565000,19.092144
79,137,0.0420141895266824,0.430268316190832,1,1,231195000,231485000,18.911467
71,99,0.0591828297982424,0.430321905029181,1,1,231155000,231295000,35.92444
60,111,0.0423753955579446,0.430614570941487,1,1,231100000,231355000,19.220274
105,144,0.0466042402232584,0.430692092343244,1,1,231325000,231520000,22.698662
61,122,0.0421909242680489,0.430756311386944,1,1,231105000,231410000,19.072884
29,85,0.0420018454166465,0.430774894061843,1,1,230945000,231225000,18.901543
96,150,0.0421964705725287,0.430814640565239,1,1,231280000,231550000,19.08422
68,139,0.0438818080214381,0.430864065132856,1,1,231140000,231495000,20.317833
77,140,0.0425791207897711,0.43088032607963,1,1,231185000,231500000,19.36219
99,169,0.0436818697113667,0.430889172049153,1,1,231295000,231645000,20.162645
15,79,0.0428410691216855,0.430978848765219,1,1,230875000,231195000,19.548971
45,79,0.0507668101345795,0.431134863599268,1,1,231025000,231195000,27.015373
57,62,0.599250911616363,0.431843427082122,1,1,231085000,231110000,112.55268
101,147,0.0433055278623896,0.432049381097886,1,1,231305000,231535000,19.889688
92,152,0.0420687038253934,0.432590907798595,1,1,231260000,231560000,18.965603
46,133,0.0470958571922826,0.43280435208934,1,1,231030000,231465000,23.253767
169,172,0.998678258213144,0.433085258822512,1,1,231645000,231660000,176.26654
31,93,0.0422994536646939,0.433209308444465,1,1,230955000,231265000,19.165804
13,79,0.0431373615282288,0.433337578106233,1,1,230865000,231195000,19.787842
38,89,0.0423252942854705,0.433502612587784,1,1,230990000,231245000,19.18099
110,170,0.0420324761205973,0.43417024422142,1,1,231350000,231650000,18.930454
14,63,0.042659477298058,0.434603060509295,1,1,230870000,231115000,19.441946
110,175,0.0428254671666364,0.435474921189124,1,1,231350000,231675000,19.53699
80,166,0.0467737816056978,0.435725126449591,1,1,231200000,231630000,22.874176
94,146,0.0421077787705331,0.435939678783131,1,1,231270000,231530000,18.993061
118,162,0.0439115146739631,0.43594446646863,1,1,231390000,231610000,20.341932
3,47,0.0439111945330427,0.435967003546196,1,1,230815000,231035000,20.337872
151,154,0.998676007846234,0.436025142654004,1,1,231555000,231570000,175.83679
149,170,0.0777853066327636,0.436392225476981,1,1,231545000,231650000,43.59555
43,93,0.0424423150383629,0.436857833321826,1,1,231015000,231265000,19.282484
42,88,0.0432420141669764,0.436862427057477,1,1,231010000,231240000,19.851978
125,135,0.202030740380538,0.436900521743441,1,1,231425000,231475000,68.83453
11,70,0.0418411197244416,0.436976509824543,1,1,230855000,231150000,18.804667
17,74,0.0417668865569819,0.437088662710821,1,1,230885000,231170000,18.74952
50,140,0.0477522110536721,0.437224777436505,1,1,231050000,231500000,23.928354
15,69,0.0420322665910286,0.43739596632927,1,1,230875000,231145000,18.930386
68,100,0.0530338447924645,0.437654716624288,1,1,231140000,231300000,29.26923
67,152,0.0464723369254163,0.437852808273301,1,1,231135000,231560000,22.593447
50,116,0.0429827561965732,0.4379818420192,1,1,231050000,231380000,19.671736
33,74,0.045340538743365,0.438287439870431,1,1,230965000,231170000,21.48322
3,50,0.0431290278808877,0.438342618746722,1,1,230815000,231050000,19.780546
111,162,0.0422398055198177,0.43843308437696,1,1,231355000,231610000,19.128847
165,173,0.282291132487283,0.438443347372782,1,1,231625000,231665000,78.35307
53,109,0.0418351131470959,0.438732338957141,1,1,231065000,231345000,18.787497
112,170,0.0418151709952373,0.43883052241527,1,1,231360000,231650000,18.780231
55,148,0.0487862814395579,0.43883510736276,1,1,231075000,231540000,25.037329
109,162,0.0419674439594839,0.438979696159723,1,1,231345000,231610000,18.87716
106,173,0.0429710460324739,0.439111900687541,1,1,231330000,231665000,19.657782
54,117,0.0423586965626007,0.439317148868488,1,1,231070000,231385000,19.210722
92,143,0.0422228176494325,0.439455407357346,1,1,231260000,231515000,19.111252
102,105,0.998673281009993,0.439573505009173,1,1,231310000,231325000,175.39806
139,168,0.0575130200010171,0.43972959839708,1,1,231495000,231640000,34.824726
62,71,0.235624221902805,0.439874459040346,1,1,231110000,231155000,73.2588
94,172,0.0449619803247517,0.4401427160479,1,1,231270000,231660000,21.118708
109,168,0.0417673530111583,0.440330305345351,1,1,231345000,231640000,18.750505
95,157,0.0420954437857124,0.440378252078442,1,1,231275000,231585000,18.982246
82,159,0.0446261184951657,0.440482607023629,1,1,231210000,231595000,20.882462
50,100,0.0423778910132131,0.440660636608437,1,1,231050000,231300000,19.220774
90,125,0.0496050969197204,0.44071108403901,1,1,231250000,231425000,25.950447
95,168,0.0441327700653283,0.441064025079704,1,1,231275000,231640000,20.506096
81,97,0.106939884176533,0.441145581601418,1,1,231205000,231285000,51.508717
51,127,0.0444224680519169,0.44122436436759,1,1,231055000,231435000,20.733486
122,169,0.0430888997809168,0.441332389502668,1,1,231410000,231645000,19.750254
68,105,0.0478485922471834,0.44142137575944,1,1,231140000,231325000,24.044819
15,59,0.0438395304794073,0.441519813621084,1,1,230875000,231095000,20.27845
53,70,0.0993001059642449,0.441554868776556,1,1,231065000,231150000,49.20471
5,39,0.0506764963890486,0.441586574649985,1,1,230825000,230995000,26.950056
73,148,0.0442535105985237,0.441649254563706,1,1,231165000,231540000,20.624245
67,147,0.0454965120860013,0.44173151280812,1,1,231135000,231535000,21.635586
109,149,0.0458848675759748,0.441945921271683,1,1,231345000,231545000,21.994085
100,160,0.0418609669331528,0.441954624285674,1,1,231300000,231600000,18.812052
48,110,0.0420443143522392,0.442282668069931,1,1,231040000,231350000,18.937532
89,153,0.0425269542788361,0.442311963451403,1,1,231245000,231565000,19.331818
107,166,0.0417231566838877,0.442319734553789,1,1,231335000,231630000,18.70758
52,67,0.116056751901871,0.442470608173846,1,1,231060000,231135000,53.3519
101,162,0.0419069943075748,0.442621590525114,1,1,231305000,231610000,18.844727
114,177,0.0422743470313173,0.442638468389523,1,1,231370000,231685000,19.139912
95,106,0.175898993593811,0.442691662079839,1,1,231275000,231330000,64.86828
54,152,0.0505099090608876,0.442695866768666,1,1,231070000,231560000,26.762014
80,168,0.0471254868944216,0.44301130237573,1,1,231200000,231640000,23.274614
27,36,0.235468079736082,0.443107423060426,1,1,230935000,230980000,73.159775
30,91,0.0418906196010862,0.443329897304071,1,1,230950000,231255000,18.831177
128,174,0.043155613416619,0.443408890454462,1,1,231440000,231670000,19.800928
86,166,0.0454488413627182,0.443502899951667,1,1,231230000,231630000,21.567589
109,171,0.0420020152957736,0.443854762183944,1,1,231345000,231655000,18.901789
143,168,0.0652140248938259,0.444742258740132,1,1,231515000,231640000,39.247894
90,142,0.041950881075797,0.444953695216191,1,1,231250000,231510000,18.874609
85,149,0.0424563964296572,0.445000748003406,1,1,231225000,231545000,19.298494
40,88,0.0427416953445539,0.445157135638648,1,1,231000000,231240000,19.476446
122,173,0.0421266841599857,0.445276637939511,1,1,231410000,231665000,19.02134
34,86,0.0419435744049271,0.445371466031122,1,1,230970000,231230000,18.873413
87,151,0.0424445543773563,0.445450700821653,1,1,231235000,231555000,19.286383
17,67,0.0422970633057874,0.445477318235172,1,1,230885000,231135000,19.164976
52,89,0.0478070783419248,0.445629634363762,1,1,231060000,231245000,23.993313
29,87,0.0416613045407534,0.445784188197253,1,1,230945000,231235000,18.658358
141,158,0.0991296705340923,0.446280603765394,1,1,231505000,231590000,49.129898
81,157,0.0442823671908804,0.446388187768887,1,1,231205000,231585000,20.63673
107,158,0.0421037579375809,0.446664293895006,1,1,231335000,231590000,18.990967
37,87,0.0422767347122062,0.446666298418836,1,1,230985000,231235000,19.145227
130,169,0.046439774773419,0.446956456542899,1,1,231450000,231645000,22.533203
123,166,0.0442508928408691,0.447013604861954,1,1,231415000,231630000,20.622164
106,163,0.0415638715864849,0.44713168288789,1,1,231330000,231615000,18.571898
99,167,0.0428452235957532,0.447134987509244,1,1,231295000,231635000,19.557306
104,142,0.0471567393876924,0.44715839450558,1,1,231320000,231510000,23.32935
78,149,0.0433996731291878,0.447233660594005,1,1,231190000,231545000,19.963718
62,156,0.0489799555474736,0.447257208022568,1,1,231110000,231580000,25.27233
66,90,0.0675207140772579,0.447322943553778,1,1,231130000,231250000,40.06257
139,158,0.0867279065148926,0.447468377714265,1,1,231495000,231590000,46.081543
102,150,0.0427040603868928,0.447620172239554,1,1,231310000,231550000,19.46124
85,116,0.0544711927619714,0.447727126860442,1,1,231225000,231380000,31.635187
64,144,0.0453318107021178,0.447855244079265,1,1,231120000,231520000,21.482195
27,74,0.0429974326991387,0.448087716007377,1,1,230935000,231170000,19.690178
19,38,0.086705651425859,0.448212013614296,1,1,230895000,230990000,46.071636
60,149,0.0471980864752367,0.448359879961272,1,1,231100000,231545000,23.353031
42,81,0.0464256172265686,0.448370818935105,1,1,231010000,231205000,22.524357
13,38,0.0651491992079632,0.448459610117609,1,1,230865000,230990000,39.238876
47,123,0.0442268913121567,0.448468276557531,1,1,231035000,231415000,20.594797
68,144,0.0442267142987057,0.44847424353627,1,1,231140000,231520000,20.594212
94,153,0.0415915728916608,0.448486454844521,1,1,231270000,231565000,18.584686
17,69,0.0418850649973471,0.448786686888552,1,1,230885000,231145000,18.821112
70,113,0.0442283146137455,0.448822351560247,1,1,231150000,231365000,20.597967
55,115,0.041715824105514,0.448863048360959,1,1,231075000,231375000,18.698051
79,89,0.20140910195635,0.448881535735088,1,1,231195000,231245000,68.81452
102,174,0.0436992409362551,0.449192198422709,1,1,231310000,231670000,20.173088
86,120,0.0506087776728181,0.449284652177473,1,1,231230000,231400000,26.856766
90,149,0.0415747441060534,0.449298611396555,1,1,231250000,231545000,18.57732
48,82,0.0506085467882697,0.449305781151371,1,1,231040000,231210000,26.85653
16,80,0.0423449191040069,0.449380307947248,1,1,230880000,231200000,19.195696
93,146,0.0417666497151025,0.449565494753762,1,1,231265000,231530000,18.748205
18,36,0.0924423258832282,0.449639783490519,1,1,230890000,230980000,47.373833
129,168,0.046410053367444,0.449875955437677,1,1,231445000,231640000,22.506733
97,148,0.0420497252383912,0.449975833736104,1,1,231285000,231540000,18.945173
140,161,0.077434827776753,0.45009774903048,1,1,231500000,231605000,43.54307
92,138,0.0430656280314729,0.450201385532463,1,1,231260000,231490000,19.741863
70,146,0.0441798923305665,0.450305210962533,1,1,231150000,231530000,20.53094
12,63,0.0420437911843713,0.450344213460817,1,1,230860000,231115000,18.935356
70,76,0.447562837066528,0.450840667037952,1,1,231150000,231180000,96.63616
18,73,0.041517331832737,0.450854224893353,1,1,230890000,231165000,18.554396
22,37,0.115663121671838,0.451109953362249,1,1,230910000,230985000,53.238304
68,116,0.0426485668827077,0.451269552704425,1,1,231140000,231380000,19.427216
126,174,0.042642317497457,0.451682301507096,1,1,231430000,231670000,19.414248
41,80,0.0463879610485484,0.452051320843637,1,1,231005000,231200000,22.49097
117,176,0.0415167962309522,0.45212145779975,1,1,231385000,231680000,18.55385
61,146,0.0461311255489987,0.452742295564915,1,1,231105000,231530000,22.244534
89,154,0.0423484817269621,0.452917914054666,1,1,231245000,231570000,19.203657
69,118,0.0423627210691157,0.453219207979962,1,1,231145000,231390000,19.211143
59,147,0.0468850717654691,0.453358491033696,1,1,231095000,231535000,22.999203
96,148,0.0418089944760162,0.453376332616679,1,1,231280000,231540000,18.778023
44,105,0.0416726967244404,0.453454349998788,1,1,231020000,231325000,18.66358
57,115,0.0414954297286205,0.453593989807772,1,1,231085000,231375000,18.535284
19,72,0.0416794375494138,0.454323811221782,1,1,230895000,231160000,18.67829
89,144,0.0414473117879312,0.454505642297266,1,1,231245000,231520000,18.486969
126,169,0.0441522970541232,0.454814231154037,1,1,231430000,231645000,20.515142
19,87,0.0426496715261538,0.454916815643434,1,1,230895000,231235000,19.429293
41,90,0.0423361754120882,0.454929711285439,1,1,231005000,231250000,19.189709
92,160,0.0426340599685515,0.455568722449003,1,1,231260000,231600000,19.403471
49,119,0.0430017385517682,0.455710414927428,1,1,231045000,231395000,19.693535
42,95,0.0416533778647016,0.45576264410963,1,1,231010000,231275000,18.646685
54,82,0.0588711396748058,0.455860189068533,1,1,231070000,231210000,35.639915
31,95,0.0421856137255288,0.455948640935349,1,1,230955000,231275000,19.066614
81,156,0.0439124056288437,0.456114808342938,1,1,231205000,231580000,20.341988
55,62,0.347968772882993,0.456330146830038,1,1,231075000,231110000,86.44558
106,165,0.0414267307909609,0.456585909296429,1,1,231330000,231625000,18.452066
87,168,0.0454698370226324,0.456651783076343,1,1,231235000,231640000,21.588596
69,148,0.0448496423934426,0.456896871033458,1,1,231145000,231540000,21.055296
139,146,0.347944699327889,0.456901528316343,1,1,231495000,231530000,86.23923
103,169,0.0424098655113454,0.457076663492734,1,1,231315000,231645000,19.261215
93,152,0.0414094993447615,0.457475738063212,1,1,231265000,231560000,18.424612
114,162,0.0425502657939594,0.457806527088185,1,1,231370000,231610000,19.340937
